date,time,Sensor 1,Sensor 2,Sensor 3
20110206,0215,0.8326816435,11.2826937631,28.3087277754
20110206,0216,0.2668794858,4.1460160999,14.4326950178
20110206,0217,0.6492438715,18.2434483647,31.193100701
20110206,0218,0.5331887883,15.4042871223,31.6734105882
20110206,0219,0.5741270475,3.2189831527,4.2433693732
20110206,0220,0.4873595634,15.0567679634,1.1328966778
20110206,0221,0.6816704693,21.0219667873,18.5283731145
20110206,0222,0.5823203418,18.339471086,27.8803065131
20110206,0223,0.3414714518,22.7879118325,23.487932173
20110206,0224,0.1553093127,17.5657096831,21.6698324094
20110206,0225,0.9733096837,8.6435310824,0.6921174045
20110206,0226,0.4926016042,5.7445938532,12.1873389899
20110206,0227,0.5603009818,20.7891670132,23.9964858196
20110206,0228,0.0580449166,6.3845637824,14.5256715157
20110206,0229,0.7273362942,10.845288438,32.0978222924
20110206,0230,0.5832508451,4.0725267283,4.257319693
20110206,0231,0.9068199919,13.6670373936,33.5408876263
20110206,0232,0.2704426851,9.3540097559,7.5531748219
20110206,0233,0.2088526039,19.8593545659,29.3208344227
20110206,0234,0.1222098548,20.8574555201,9.9678988143
20110206,0235,0.5765148573,7.7712881944,13.1180902827
20110206,0236,0.9740574512,4.1788235913,0.0642149746
20110206,0237,0.4183850807,9.3650056765,34.7814307262
20110206,0238,0.8231804876,8.9021540579,38.8584434731
20110206,0239,0.4588542076,2.9111092917,14.4343303661
20110206,0240,0.4428358495,9.2419875673,7.4569895247
20110206,0241,0.9054522942,7.576219675,4.3540679634
20110206,0242,0.5959398671,3.0486219792,29.9240702979
20110206,0243,0.5031779955,15.5465800375,33.686263067
20110206,0244,0.8261335887,11.9595113664,29.6260313856
20110206,0245,0.8732991141,20.0832775084,34.8095020876
20110206,0246,0.5905786582,5.145243072,4.4610553862
20110206,0247,0.3432032182,5.9483322285,21.2395028822
20110206,0248,0.1195172947,3.175746622,16.1725015599
20110206,0249,0.149547028,16.0527281355,29.4264084693
20110206,0250,0.483198909,6.3252826292,35.6743375339
20110206,0251,0.2670776966,20.1398943523,16.9939791349
20110206,0252,0.4973288921,12.7553910912,26.3936828439
20110206,0253,0.3246103475,17.8587971865,3.0380293908
20110206,0254,0.3514753824,18.7193853387,8.7346703262
20110206,0255,0.1388097361,3.6997352311,33.8558554822
20110206,0256,0.0858508994,13.7070874484,12.7656522683
20110206,0257,0.6261241704,6.2547502469,1.5911076081
20110206,0258,0.2126078681,24.9113378734,10.8825220849
20110206,0259,0.8000858092,14.0322640616,25.1336813983
