date,time,Sensor 1,Sensor 2,Sensor 3
20110208,0050,0.4544790474,21.9371753279,10.5415376381
20110208,0051,0.1026034928,3.2343650193,8.2194099317
20110208,0052,0.6255149487,22.7820967884,1.651615429
20110208,0053,0.4006747262,10.3823638691,30.4590849644
20110208,0054,0.4785312116,4.1167393683,10.5760344844
20110208,0055,0.3083275639,3.9592740206,17.9998438747
20110208,0056,0.2201586515,20.7256321404,19.544280591
20110208,0057,0.7965828253,1.7210048927,12.4190818051
20110208,0058,0.4280080259,12.4980430638,8.4033984193
20110208,0059,0.4968205094,18.8615949353,26.7832028107
20110208,0100,0.3542480864,5.2701449736,22.7348945428
20110208,0101,0.0733692513,15.7484037719,24.816183358
20110208,0102,0.9230539682,21.9116475336,2.611051426
20110208,0103,0.3534616137,18.7339640032,39.1055421767
20110208,0104,0.7337478986,3.8069403826,18.8986315563
20110208,0105,0.7976645217,7.5186036466,2.9638781464
20110208,0106,0.0915381488,21.6847619454,30.6782255751
20110208,0107,0.7942399801,13.8188270668,24.7733224836
20110208,0108,0.3519808776,9.0834534687,7.4464068411
20110208,0109,0.139157355,15.3367519459,32.057682211
20110208,0110,0.5675609731,3.9580665094,26.1764982609
20110208,0111,0.8422225812,22.0027511086,14.3940820357
20110208,0112,0.8022856989,5.9452681867,12.777664693
20110208,0113,0.732140324,20.3117713792,2.2170400768
20110208,0114,0.5041992486,20.2353742967,0.7388417684
20110208,0115,0.6612913666,9.1512009492,23.7111868994
20110208,0116,0.4905385149,12.0296126433,38.268154265
20110208,0117,0.7984804118,22.0616875622,21.0412479192
20110208,0118,0.0595072465,13.8251045297,22.0917429894
20110208,0119,0.24545305,16.4590031954,6.424059685
20110208,0120,0.973695028,18.1865731176,9.189454902
20110208,0121,0.1771036286,7.4046061875,36.8420102671
20110208,0122,0.1353071624,17.937134499,19.3028528587
20110208,0123,0.5996814269,13.1140866607,15.2279701011
20110208,0124,0.2135812882,19.5584607638,35.0700231096
20110208,0125,0.6579474929,5.0737244171,30.586717254
20110208,0126,0.5224694441,15.0404885453,19.6617860202
20110208,0127,0.8061399583,8.2990083996,14.3705392341
20110208,0128,0.3306349158,8.8418410956,36.2766654025
20110208,0129,0.2621881148,5.5733393142,31.0132354196
20110208,0130,0.1645706759,9.3062047459,25.3697308916
20110208,0131,0.8568084015,22.3508945977,34.6417533408
20110208,0132,0.9226088778,5.1405890894,8.8213663602
20110208,0133,0.5737045141,8.7446405718,31.2047328813
20110208,0134,0.5978055986,9.5837153511,35.3472960515
20110208,0135,0.6351858704,12.4217688188,33.4526185456
20110208,0136,0.3510146368,5.725055204,6.2510627075
20110208,0137,0.9930526466,11.5786678705,31.7687596685
20110208,0138,0.1982133609,6.4746808324,28.1578842426
20110208,0139,0.7915140384,4.4371624698,5.8249866001
20110208,0140,0.8263632824,6.9497746551,28.2533775034
20110208,0141,0.5406019333,19.2049633305,4.8153432092
20110208,0142,0.6038270525,5.7321622231,30.8368837775
20110208,0143,0.7821691877,15.9403701969,18.9558257675
20110208,0144,0.9876282952,12.8508938321,36.2288682546
20110208,0145,0.6829880062,16.0328819765,18.362842088
20110208,0146,0.3862851228,14.260814545,37.952486893
20110208,0147,0.6521799521,11.8352678894,4.6290883549
20110208,0148,0.3172559956,5.6867375975,14.2090777123
20110208,0149,0.7613903004,15.2072341932,17.4542917163
20110208,0150,0.8340480635,4.6321011907,26.0981666432
20110208,0151,0.0529689207,18.4856926833,0.8337443588
20110208,0152,0.0757945847,6.02056322,8.6340229211
20110208,0153,0.9056201942,15.0219643994,39.7688419448
20110208,0154,0.7284295517,7.0620509825,0.8282030133
20110208,0155,0.2095717279,5.5489733631,39.8570249975
20110208,0156,0.7564016866,16.1219441834,26.9394632186
20110208,0157,0.5526518499,16.9405411575,29.5387365599
20110208,0158,0.9492041955,17.8758055135,23.1090147939
20110208,0159,0.091078991,16.5559025045,36.6237223477
20110208,0200,0.951840675,8.4594411774,32.1856447028
20110208,0201,0.9383222292,12.3583977797,14.3359147718
20110208,0202,0.3323792408,11.6371116938,30.3394705612
20110208,0203,0.2436500894,14.7540165857,23.1145251526
20110208,0204,0.2092814912,18.5790891504,16.828840287
20110208,0205,0.093480601,8.3250150094,36.3236362918
20110208,0206,0.8649565421,10.0937702196,35.521581924
20110208,0207,0.367193442,8.7197923899,13.4717610671
20110208,0208,0.0811978992,1.5236190407,19.6874414692
20110208,0209,0.6191028827,12.4428243433,5.9305534266
20110208,0210,0.4260144846,22.9974092467,37.0983805939
20110208,0211,0.1308067349,19.6527237759,34.0855642307
20110208,0212,0.2575548714,14.5636567554,10.6415192882
20110208,0213,0.9592695067,15.5336164458,25.9750075371
20110208,0214,0.3744703579,5.8517111331,4.6336876309
20110208,0215,0.3074333459,1.6427995672,25.9179174959
20110208,0216,0.3286320796,6.0737742323,38.5797078331
20110208,0217,0.840415835,1.558417173,0.9199483444
20110208,0218,0.067877414,24.7078058935,33.4912037657
20110208,0219,0.3669824915,12.2350781885,8.5664070571
20110208,0220,0.051062772,13.1363102768,12.9602220898
20110208,0221,0.1147224863,21.9885014795,4.881099546
20110208,0222,0.5478505865,16.2186053463,17.0559060061
20110208,0223,0.7190614505,0.9632139357,36.1741621815
20110208,0224,0.4144075128,7.8649096833,32.7278287384
20110208,0225,0.1624521029,16.4436987771,8.4715554745
20110208,0226,0.6229568714,19.5007701088,14.9045914189
20110208,0227,0.353243053,1.9930085807,20.5456971123
20110208,0228,0.8624639373,9.6489920429,2.8114292964
20110208,0229,0.7150804736,15.3660915007,12.0597917541
20110208,0230,0.0775050733,14.0339022096,1.5392139452
20110208,0231,0.7652261179,9.5771949143,4.9641797499
20110208,0232,0.2990607225,3.1411002731,39.7422104864
20110208,0233,0.6700180124,7.8610012941,28.5016955414
20110208,0234,0.9392050222,23.5217705304,22.7148638153
20110208,0235,0.4957654036,15.4323733531,0.5060718766
20110208,0236,0.3148990049,0.458516681,20.7525541465
20110208,0237,0.9222167012,18.0639849633,25.3284958328
20110208,0238,0.1643151975,9.4564558933,22.9902272795
20110208,0239,0.396279185,21.8668831937,21.5447006639
20110208,0240,0.4985246613,21.8794695524,6.9542245863
20110208,0241,0.2355535393,23.7458981761,35.4721424957
20110208,0242,0.9290088552,4.895225095,34.7821760191
20110208,0243,0.7557284825,2.8147887089,22.6169710345
20110208,0244,0.423948978,8.8340809059,4.3426027524
20110208,0245,0.4535257948,16.2887086368,11.5137572388
20110208,0246,0.5706684868,8.0775295114,15.1767812871
20110208,0247,0.1057579244,1.3264251183,31.449875102
20110208,0248,0.2146737926,24.0970026666,14.1910710235
20110208,0249,0.9267847387,11.3107558539,9.8738430902
20110208,0250,0.7927811412,3.0969693977,14.3357792634
20110208,0251,0.9041361948,1.3358133826,5.418671667
20110208,0252,0.3786251571,11.5323286404,10.4796061976
20110208,0253,0.536701898,10.2210390459,5.3385862191
20110208,0254,0.0468605137,19.4576564481,24.9288788267
20110208,0255,0.1537082947,8.1948425968,11.353887447
20110208,0256,0.3095959086,2.3028762901,31.0487093716
20110208,0257,0.1217057107,19.8837638406,36.1683677478
20110208,0258,0.9338787668,19.5678494619,37.8453193041
20110208,0259,0.0302948202,1.8638032293,26.5203539507
